,link,title,price,date,sqfeet,num_images,description,attributes
11,https://provo.craigslist.org/roo/d/american-fork-premium-room-private-bath/6922061326.html,"Premium Room, Private Bath, single or double",645,2019-06-27 20:45,1350ft2,10,"QR Code Link to This Post


Beautiful premium room for rent in a comfortable newer upscale house where you will feel right at home! Available July 1st.
Awesome location up on the bench in Cedar Hills near the mouth of American Fork canyon. It is just 10 minutes from Silicon Slopes, away from the freeway and traffic, and near companies like Adobe, Oracle, Vivint, Ancestry, Young Living etc. The neighborhood is safe and peaceful, the mountain is just across the street, and the view is amazing. From the back yard you can see Utah Lake and the valley. There are trails nearby and a golf course within easy walking distance.
The room is accessed via a cement walkway into a walk-out basement.  It is clean and spacious and has quality carpet. It has an en-suite bathroom with a huge tiled shower and an adult-height sink. The closet is full of built-in shelves. 
You will enjoy 1350 sf of your own living and kitchen area completely separate from the rest of the home! The common rooms are beautifully tiled and there is an extra sitting or game room to boot. The spacious kitchen has full-sized stainless steel appliances and everything you need, including free use of the washer and dryer.
The room is currently furnished with a dresser and queen bed but can be unfurnished if you wish. You could move in with nothing more than your clothes! There is some storage available if needed.
The homeowners are an empty-nester couple. We are friendly and easy-going as long as you respect the home and the occupants.
We are looking for chill, no drama, clean, respectful people, male or female. Proof of full-time day job or source of income required. No credit checks.
No pets, and absolutely no cigarettes indoors or out.
You will not find a nicer home, room and neighborhood at any price.
$645 single, $795 double, all utilities included. No application fees, $399 fully refundable deposit, 6 month lease and month-to-month thereafter.
FEATURES:
Dish network cable TV, includes all of the Jazz games
High speed wireless internet
Fingerprint door locks
Furnished or unfurnished
Common gathering room with couches
Pool Table (coming soon)
Home gym
Conditioned and filtered water
Central Heat & AC
Play structure for child visitors
Truck available for moving in for a nominal fee
Text Edward at  show contact info
 for questions and to arrange a phone interview.","furnished,house,w/d in unit,no smoking,street parking,private bath,private room"
12,https://provo.craigslist.org/roo/d/orem-new-mens-housing/6921976886.html,New Men's Housing,395,2019-06-27 17:51,0,8,"QR Code Link to This Post


Men's Fully Furnished bedroom and  Master Bedroom includes large amounts of parking at end of Semester.

Available April 30 th at the end of the semester. Feel free to come see ahead of time.. 

Private Room available 

Bathroom is Private,

If you have good credit and background or new credit feel free to come see at open house. 420 w 1840 s orem ut.

Private room , util are a 89 per month per person either room.

Great roommates, they are all credit and background checked.

High speed Veracity internet is part of the utilities

wood flooring and granite counter tops, monthly house cleaner. 1 private master bedroom available, lots of parking, 

Nicely Furnished (comes fully furnished with higher end bed, desk night stand, great amenities)! Move in Ready.

BYU , UVU and young working prof often live here currently it is 2 students One bedroom and one master bedroom available.  

Great Location by UVU/BYU, 2 min to Freeway, by Vasa Gym, the mall, GREAT LOCATION, Walk to UVU, 7 min drive to BYU.",QR Code Link to This Post
13,https://provo.craigslist.org/roo/d/orem-new-mens-housing/6921976713.html,New Men's Housing,395,2019-06-27 17:50,0,4,"QR Code Link to This Post


Men's Fully Furnished bedroom and Master Bedroom includes large amounts of parking available 

Available April 30 th at the end of the semester. Feel free to come see ahead of time.. 

Private Room available 

Bathroom is Private,

If you have good credit and background or new credit feel free to come see at open house. 420 w 1840 s orem ut.

Private room , util are a 89 per month per person either room.

Great roommates, they are all credit and background checked.

High speed Veracity internet is part of the utilities

wood flooring and granite counter tops, monthly house cleaner. 1 private master bedroom available, lots of parking, 

Nicely Furnished (comes fully furnished with higher end bed, desk night stand, great amenities)! Move in Ready.
Master 495 per month private 395 per month

BYU , UVU and young working prof often live here currently it is 2 students One bedroom and one master bedroom available. 

Great Location by UVU/BYU, 2 min to Freeway, by Vasa Gym, the mall, GREAT LOCATION, Walk to UVU, 7 min drive to BYU.","apartment,w/d in unit,street parking,private bath,private room"
14,https://provo.craigslist.org/roo/d/orem-private-room-available/6918955079.html,Private room available,425,2019-06-27 15:39,0,3,"QR Code Link to This Post


This is an ideal location in a quiet & safe neighborhood.
Perfect Private room for the student wanting to be near UVU or Front Runner, and close to bus stop for the working individual! Perfect for the person that cherishes their privacy. Tenant MUST be working OR going to school!  
Great location and quiet, safe area! Month to month, or short term lease. **ALL Basic utilities are paid.** Rooms can be furnished or unfurnished.  Also WI-FI & cable is available in your room. At the moment we have 2 rooms available.  Rooms tend to go fast once school starts. This is an ideal location in a family home.  No laundry facilities, so you do need to go to the laundry mat.
The rooms are $425 per month, and a $450. deposit required at time of move in. Also a credit/background check ($45.) will be required before room is made available. If your background or credit is less then perfect, then talk to me, and we can try and work something out. 
 If you would like to see the room, or have any question, call  show contact info
.

***Please note that e-mails will ""NOT"" be answered, and this is a land line, so texting is NOT available.***
 If you need to text, then send a message to:  # show contact info","apartment,no private bath,private room"
15,https://provo.craigslist.org/roo/d/orem-furnished-male-private-room-close/6921874922.html,A Furnished Male Private Room close to UVU Mo2Mo,500,2019-06-27 15:23,0,6,"QR Code Link to This Post


Available August 1. Nice neighborhood, great location. Deposit same as rent include all utilities and internet. No smoking and pets!","furnished,house,w/d in unit,no smoking,street parking,no private bath,private room"
16,https://provo.craigslist.org/roo/d/provo-summer-off-campus-housing-south/6916664944.html,SUMMER OFF CAMPUS HOUSING SOUTH OF BYU,440,2019-06-27 09:35,0,6,"QR Code Link to This Post


Apply online now to secure your summer contract! We have spaces available for those who are looking for short term SUMMER contracts. Summer contracts would run from now until 8/16/19.  From the moment you walk through the front door you'll feel the comfort and security that makes our residents happy to call our community home. Cutting edge amenities, meticulously-groomed grounds, and a dedicated staff contributes to a higher standard of living. Convenient shopping, award-winning schools, local museums and parks are all close at hand, with sponsored activities to develop new hobbies while getting to know your neighbors. Sodalicious is conveniently located on our grounds so you can grab yourself a quick snack any time you heart desires! 

Our apartments come equipped with a washer/dryer in each unit, stainless steel appliances & granite counter tops. They come furnished with a sofa, flat screen TV and a guest chair! Each private bedroom includes an extra-long twin bed, desk, and 2 sets of stack-able drawers. Our furnishings are mobile allowing residents the option to customize the set-up of the furniture in their private bedroom! Cable and internet are provided at no extra cost.
Application fees are as follows:
$35.00 application, $150.00 administration fee, $250.00 security deposit 
We have a large underground parking garage. Spaces are $35.00 monthly during the summer term.

Pricing may vary but starts at $440.00 for private bedroom. 
Want to lease now? Applying is easy! Just follow the link:

www.thevillageatsouthcampus.com","apartment,w/d in unit,carport,no private bath,private room"
17,https://provo.craigslist.org/roo/d/lehi-gorgeous-4-bedroom-townhouse-for/6921267123.html,Gorgeous 4 bedroom townhouse for single males,495,2019-06-26 18:57,2280ft2,16,"QR Code Link to This Post


Gorgeous brand new Edge townhouse for single males. 4 bedrooms, 3.5 bathrooms, 2 car garage, stainless steel appliances, quartz countertops, washer & dryer and an incredible community. Walking distance to the clubhouse that includes a gym, cardio room, pool, hot tub, parks and trails. 12 month lease (Available Now), no pets, no smoking. Please text  show contact info
 for information and showings.

Rooms Available:
Regular A - $495
Regular B - $525 (No Longer Available)
Basement Room - $675 (No Longer Available)
Master Room - $675 (No Longer Available)","townhouse,w/d in unit,no smoking,attached garage,private bath,private room"
18,https://provo.craigslist.org/roo/d/provo-village-summer-contract/6921179467.html,Village summer contract,200,2019-06-26 16:30,0,3,"QR Code Link to This Post


I am selling my summer 2019 contract for my private bedroom!  My apartment comes equipped with a washer/dryer, stainless steel appliances & granite counter tops. They come furnished with a sofa, flat screen TV and a guest chair! Each private bedroom includes an extra-long twin bed, desk, and 2 sets of stack-able drawers. You are able to customize the set-up of the furniture in their private bedroom! Cable and internet is provided.

Pricing starting at $200, or best offer. 
Want to lease now? Applying is easy! Just follow the link:

https://villageatsouthcampus.residentportal.com/resident_portal/?module=authentication&action=view_login","apartment,w/d in unit,no private bath,private room"
19,https://provo.craigslist.org/roo/d/provo-fully-furnished-walking-distance/6920589410.html,Fully Furnished Walking Distance to BYU!,700,2019-06-25 23:06,700ft2,9,"QR Code Link to This Post


1 Private Master Bedroom Available. Close to BYU, Belmont, Arlington, Highland Park. Laundry and Washer included.

The fastest google fiber connected. Internet is $25/month and utilities is $75/month

Mens single housing.

You get access to your own garage, and driveway. Lots of great amenities.","apartment,laundry in bldg,attached garage,private bath,private room"
20,https://provo.craigslist.org/roo/d/orem-university-gateway-womens-lease/6920508638.html,University Gateway Women’s Lease,465,2019-06-25 19:16,1160ft2,4,"QR Code Link to This Post


Private room/ 4 beds 2baths 
Next to UVU 27 feet away...
Extra 60 for utilities.  I’ll pay application fee and administrative fee you will just need to pay the  Deposit $100.  Message me if interested for more details.","apartment,laundry on site,no private bath,private room"
21,https://provo.craigslist.org/roo/d/provo-mens-room-for-rent/6920045434.html,Men's room for rent,320,2019-06-25 10:02,1817ft2,6,"QR Code Link to This Post


Men's Private room share the bathroom and refrigerator with only one man.  I pay water, trash, and internet.  You share power and gas with three roommates.  Large rooms, 1817 square feet, reserved off street parking. Quiet, $300 deposit.  Across the street from Branbury Apartments.   Call or text Blake  show contact info
.","furnished,apartment,w/d in unit,no smoking,off-street parking,no private bath,private room"
22,https://provo.craigslist.org/roo/d/provo-the-best-provo-location-fem-4/6907881105.html,The Best Provo Location!!  Fem. - 4 Bdrm. in. Apt. Beautiful Home,450,2019-06-24 16:35,2000ft2,5,"QR Code Link to This Post


Best Location and Price in Provo next to Cougar Stadium!!!! Newer French Chateau Home Higher ceiling and light basement 2,000 sq. foot apt. in with private entrance and address.   Step out onto BYU campus and the football games!!  Available for summer 350 per room and Fall/Winter 450/room!!! Completely furnished with queen size beds, laundry room with new W/ D, two large pantries, 4 bedrooms, 2 full baths, living room separate dining and beautiful kitchen. . Great roommate 450 per month.   Perfect location for BYU, stores, church and neighborhood. .  Career or other Fem. students not attending BYU may apply. 

show contact info
 J.T. Management","furnished,apartment,w/d in unit,no smoking,off-street parking,private bath,private room"
23,https://provo.craigslist.org/roo/d/girls-private-condo-room/6919271111.html,Girl's Private Condo Room,350,2019-06-24 10:40,2000ft2,4,"QR Code Link to This Post


Sq. Feet: 1200 ft.
Year Built: 1980
Bedrooms: 3
Bathrooms: 2
Cooling: Central Air
Heating: Other

Description:
Each bedroom is rented individually
One room available for $350/month

3 Bedrooms 2 Full Bathrooms
Tenant pays for electricity and gas
Washer/Dryer - Yes 
Dishwasher - Yes
Cooling - Trane Brand Central Air and Heat

Contact Caroline  show contact info

There are upgrades like fully upgraded carpet, two huge non-leaking skylights, a jetted tub, fireplace, tile flooring in both bathrooms and the kitchen, and a very effective new Trane heating and cooling system. Look at the location on google maps it is really close to campus, and the hoa fee is 175 a month but we will cover that which will get you access to the clubhouse, indoor gym, racquetball court, clubhouse, basketball court, tennis court, sauna, spa and swimming pool.","condo,w/d in unit,carport,no private bath,private room"
24,https://provo.craigslist.org/roo/d/provo-want-to-live-above-it-all-room/6918922788.html,Want to live above it all? Room for rent in the foothills!,450,2019-06-23 19:45,3200ft2,2,"QR Code Link to This Post


One downstairs bedroom (plus a private bathroom upstairs) available available in a large newer house in a quiet cul-de-sac located on in the southeast foothills of Provo. Minutes to the East Bay Technology Park and freeway, amazing panoramic views of the mountains and valley, less than a block away from the Shoreline trail, huge kitchen with granite countertops, vaulted ceilings, tons of sunshine, Google Gigabit Internet, storage available on-site. 

There are two people in the house right now, and I am looking for one (and only one) additional person. We both work professional schedules, and the house is quiet for the most part, with a few friends occasionally visiting for D&D sessions and anime viewing.

I will also waive any rent for the remainder of June, if you move in this month.

Options:
$100/mo for a second room for use as an office

LOCATION:
-Walking distance to State Street
-Close to freeway ramps, Sam's Club, and East Bay Technology Park
-Short drive to BYU and UVU
-Immediate access to the mountains

PROPERTY:
-Newer detached house
-3200 sq ft
-2 floors
-Lots of common space both upstairs and downstairs
-Lots of sunlight upstairs
-Great views of the valley
-Downstairs private bedroom 
-Private bathroom
-Large kitchen
-Extra fridge downstairs for easy access
-Plenty of storage - Storage room, plus lots of closets
-There will be a total of three people in the house, once the room is filled
-Gigabit Wired internet and wifi is available
-Utilities are a flat additional $75 

LIFESTYLE:
-Please be quiet and respectful
-Quiet hours are from 10:30 PM - 7:00 AM
-Please keep common areas clean. 
-Must be able to pass a credit and background check!

Please text instead of call. I do not pick up phone calls from numbers I do not recognize.","house,laundry on site,no smoking,street parking,private bath,private room"
25,https://provo.craigslist.org/roo/d/provo-close-to-byu-approved-condo-1/6895083052.html,Close to BYU/approved condo/ 1 private room women contract,435,2019-06-20 14:23,1200ft2,7,"QR Code Link to This Post


1 women contract available.

BYU approved condo for women just 1 block from the BYU stadium and walking distance to BYU. These are student private rooms. 1 Private room with parking included $435.00 monthly. Water and google fiber internet included as well. The unit will go through remodeling this summer with new flooring. The place where is located and the comfortable unit itself will go fast. Give me a call to reserve your room for this coming Fall 2019. The unit will be available on September 1, 2019. It is a year contract from September 1, 2019 to August 14, 2020. First month and deposit of $300.00 required at sign in. For information or to schedule an appointment please call Lorella at  show contact info","apartment,w/d in unit,off-street parking,no private bath,private room"
26,https://provo.craigslist.org/roo/d/provo-byu-uvu-female-pvt-room-starting/6915799896.html,BYU/UVU Female Pvt Room STARTING FALL SEMESTER!  2 BLOCKS TO BYU!,425,2019-06-19 13:53,1100ft2,12,"QR Code Link to This Post


Fall Semester!  ONE SPACE LEFT!  Women’s Space Available! Private rooms just 2 blocks from BYU Campus!  Leather Sofas, Huge Living room, Large Kitchen, Dishwasher, AC, 2 full bathrooms, Google Fiber Internet.  Building is BYU approved for Men and Women, great social scene, almost 100 students in complex!  Covered parking, washer/dryer in apartment!  5 Min Walk to BYU!  Right on the UVX High Speed Bus Route!  1 Block to Provo City Library.  Close to BYU's tennis, south field, RB with indoor track!  Nice!  Top floor with views!
Call us to set up a tour.  Check out more photos, make application, and see current availability at www.CougarRentals.com   No parking fees, No Application Fees!
We have over 50 different BYU condos to choose from!  Townhomes, Shared rooms, private rooms, Men's & Women's housing, rents from $315 to $450/mon!  Now selling starting Fall Semester!  We also have limited spring/summer spaces available!  Check out photos and other information at www.CougarRentals.com.  Call us anytime with questions or to set up appointments to see the properties","furnished,apartment,w/d in unit,no smoking,off-street parking,no private bath,private room"
27,https://provo.craigslist.org/roo/d/provo-byu-uvu-starting-fall-mens/6915766971.html,BYU/UVU Starting FALL Men's Private Rooms 3 Blocks To BYU!,459,2019-06-19 13:17,1100ft2,9,"QR Code Link to This Post


Starting Fall Semester!  Private Rooms 3 blocks to BYU!  Up to 3 Spaces Available!  BYU approved Mens Housing.  UVU and other students are welcome but BYU rules and standards apply.  Private rooms only $459/mon!  Covered Parking for everyone!  Google Fiber Internet, Leather Sofa, HUGE kitchen, Balcony, Washer/Dryer, Tile Floors, Nice!  Located just 3 blocks to BYU (7 min walk) and the UVX high speed bus line station is right in front for super easy access to UVU!  Smith's Grocery store 2 blocks away!  Provo Library across the street!  WOW!
See photos and make application on-line at www.CougarRentals.com or call today.  No parking fees, No Application Fees!
We have over 50 different BYU condos to choose from!  Townhomes, Shared rooms, private rooms, Men's & Women's housing, rents from $315 to $460/mon!  Now selling starting Fall Semester!  We also have limited spring/summer spaces available!  Check out photos and other information at www.CougarRentals.com.  Call us anytime with questions or to set up appointments to see the properties.","furnished,apartment,w/d in unit,no smoking,carport,no private bath,private room"
28,https://provo.craigslist.org/roo/d/provo-byu-uvu-available-fall-semester/6915758124.html,BYU/UVU Available FALL SEMESTER!  Female Private Room!  Walk to BYU!,389,2019-06-19 13:08,1200ft2,8,"QR Code Link to This Post


Starting Fall Semester!  Up to 2 spaces together!  BYU Approved Female Housing, UVU and other students are welcome, but BYU rules and standards apply.  Large Shared room with 2 closets and own full bathroom for only $365!   Private room just $389/month! Washer/Dryer in laundry room, Wood Laminate Flooring, central air, Google Fiber Internet, New sofas,  1 block from the UVX High Speed Bus line!  Easy access to both BYU (7 min walk) or UVU!  2 Blocks to Smith Market Grocery Store!  3 blocks to Downtown Provo and City Center Temple!
See photos and make application on-line at www.CougarRentals.com or call us today!  No parking fees, No Application Fees!
We have over 50 different BYU condos to choose from!  Townhomes, Shared rooms, private rooms, Men's & Women's housing, rents from $315 to $450/mon!  Now selling starting Fall Semester!  We also have limited spring/summer spaces available!  Check out photos and other information at www.CougarRentals.com.  Call us anytime with questions or to set up appointments to see the properties.","furnished,apartment,w/d in unit,no smoking,carport,no private bath,private room"
29,https://provo.craigslist.org/roo/d/saratoga-springs-the-mansion-home/6898408524.html,The Mansion home,700,2019-06-19 08:10,500ft2,24,"QR Code Link to This Post


Incredible Luxurious Large Home, with lot of upgrades, furnished rooms, all utilities provided, high speed fiber optic 200 MBPS. Free laundry, separate full kitchen, and large family dedicated to renters. Easy going owners, Quiet, peaceful, place. Lake views. No application Just first month's rent and (150 wear and tear cleaning deposit) No deposit for those renting in April;","furnished,house,laundry on site,no smoking,off-street parking,private bath,private room"
30,https://provo.craigslist.org/roo/d/saratoga-springs-the-mansion-home/6898409161.html,The Mansion home,600,2019-06-19 08:08,8000ft2,19,"QR Code Link to This Post


Incredible Luxurious Large Home, with lot of upgrades, furnished rooms, all utilities provided, high speed fiber optic 200 MBPS. Free laundry, separate full kitchen, and large family dedicated to renters. Easy going owners, Quiet, peaceful, place. Lake views. No application Just first month's rent and (150 wear and tear cleaning deposit)","furnished,house,laundry on site,no smoking,off-street parking,private bath,private room"
31,https://provo.craigslist.org/roo/d/orem-master-suite-for-female-roommate/6915317508.html,Master Suite for Female roommate,450,2019-06-18 22:01,0,20,"QR Code Link to This Post


This room is UNFURNISHED, you will need your own bed but the closet has great hanging space and shelving so a dresser would be optional. The room will be available on July 15, or otherwise agreed upon, and to move in you must pay a deposit of $500 as well as the first months rent $450 (or otherwise agreed upon). 

Private master suite for single female only, this home is shared with three other girls and is organized by BYU standards. BYU students have resided here. Bedroom is upstairs in a town home. Utilities are split between girls including WiFi. Everything included is roughly 50$ a month. Very large bedroom with sitting nook and large walk in closet with a full private bathroom. Washer and dryer as well as a dish washer are in the home. The couches will be moving out with current tenant (me) so if you have some to bring great! The girls here are very respectful of each other’s things so all furniture is taken care of well, please follow suite. No pets, no smoking, drinking, or loud parties, no boys spending the night (BYU and Landlord stipulation).  This is a great apartment for students or professionals who are considerate and courteous to the other tenants. There are two off street parking stalls and one is covered, these are first come first serve; the other girls will park on the street or in visitor parking stalls as available. Large grassy area in the back is great for parties or lounging in the sun!","townhouse,w/d in unit,off-street parking,private bath,private room"
32,https://provo.craigslist.org/roo/d/midway-room-for-rent-heber-city-500/6914377653.html,Room for Rent Heber City $500,500,2019-06-17 17:30,0,5,"QR Code Link to This Post


Room for Rent on lovely house in Heber City 
$500 per month utilities $120 includes internet, tv, garbage, gas, water 
private bath  
Quiet neighborhood
share with two other people
no pets
no smoking
long term
can be partially furnished  bed dresser and desk
show contact info","house,laundry on site,off-street parking,private bath,private room"
33,https://provo.craigslist.org/roo/d/byu-women-private-room-389/6914360839.html,BYU Women Private Room $389,389,2019-06-17 17:06,950ft2,5,"QR Code Link to This Post


2 blocks from BYU, beautiful condo. BYU contracted housing. Modern paint. Spacious private and shared rooms, kitchen with lots of covers, huge living room. Fully nicely furnished. Great ward, mature roommates. Two bedrooms, one bath. 3 girls per condo. Balcony, Fireplace. Washer/Dryer inside the condo. 

Spacious rooms, hardwood flooring, lots of extras. Free Wireless internet and laundry. Free parking. Tenants only share cost of electricity and gas among themselves. Call Elizabeth at  show contact info


Private room: $389 - One room available. 

Fall contracts starts on August 26, 2019

Call Elizabeth at  show contact info
.","apartment,w/d in unit,no smoking,off-street parking,no private bath,private room"
